Title,Summary,Categories,References,Links,Last_Edited,Word_Count,Image_Count,Section_Count,External_Links,First_Edit_Year
Creative Commons,Unknown,"Creative Commons;2001 establishments in California;Computer law organizations;Copyleft;Copyright law organizations;Intellectual property organizations;Organizations established in 2001;Non-profit organizations based in the San Francisco Bay Area;501(c)(3) organizations;Open science;Mountain View, California",59,687,19-Apr-25,0,1,0,178,2025
Creative Commons India,"Creative Commons India Chapter is the country-level Chapter of Creative Commons in India. It organises online and offline events on various aspects related to open content, Open Educational Resources, Creative Commons licensed publishing and the use of Open Access textbooks in schools.",Creative Commons;Computer law organizations;Copyleft;Copyright law organizations;Intellectual property organizations;Open science,8,71,6-Oct-24,199,2,5,13,2024
Data collaboratives,"Data collaboratives (sometimes called “corporate data philanthropy”)[1] are a form of collaboration in which participants from different sectors—including private companies, research institutions, and government agencies—can exchange data and data expertise to help solve public problems.[2][3]",Data;Sharing;Data management;Data publishing;Open access (publishing);Open data;Open science,34,266,11-Jan-25,683,1,11,43,2025
Data publishing,"Data publishing (also data publication) is the act of releasing research data in published form for use by others. It is a practice consisting in preparing certain data or data set(s) for public use thus to make them available to everyone to use as they wish. 
This practice is an integral part of the open science movement. 
There is a large and multidisciplinary consensus on the benefits resulting from this practice.[1][2][3]",Data publishing;Academic publishing;Open access (publishing);Data;Open science;Scholarly communication,30,326,15-Apr-24,908,2,8,74,2024
Data sharing,"Data sharing is the practice of making data used for scholarly research available to other investigators. Many funding agencies, institutions, and publication venues have policies regarding data sharing because transparency and openness are considered by many to be part of the scientific method.[1]",Data;Scientific method;Scholarly communication;Academic publishing;Data publishing;Open access (publishing);Open data;Open science;Scientific misconduct;Sharing,32,277,20-Aug-24,1633,3,17,101,2024
Dataverse,"The Dataverse is an open source web application to share, preserve, cite, explore and analyze research data.[1][2] Researchers, data authors, publishers, data distributors, and affiliated institutions all receive appropriate credit via a data citation with a persistent identifier (e.g., DOI, or handle).",Harvard Library;Open science;Open data;Open-access archives;Open access (publishing);Academic publishing;Data publishing;Scholarly databases,9,286,20-Feb-25,441,4,11,17,2025
Economics of open science,"The economics of open science describe the economic aspects of making a wide range of scientific outputs (publication, data, software) to all levels of society.",Open science;Open access (publishing);Data publishing,164,1257,15-Mar-25,11237,2,21,191,2025
Aled Edwards,"Aled Morgan Edwards FRS OC[1] (born June 1, 1962) is the founder and Chief Executive of the Structural Genomics Consortium, a charitable public-private partnership. He is Professor of Medical Genetics and Medical Biophysics at the University of Toronto, Visiting Professor of Chemical Biology at the University of Oxford, and adjunct professor at McGill University.",Academic staff of the University of Toronto;Living people;Canadian biochemists;Welsh emigrants to Canada;1962 births;People from Holyhead;Scientists from Toronto;Open science;Canadian social entrepreneurs;Officers of the Order of Canada;Fellows of the Royal Society,29,407,14-Aug-24,960,4,10,133,2024
European Open Science Cloud,"The European Open Science Cloud (EOSC) is a European Commission initiative aiming at developing an infrastructure providing its users with services promoting open science practices. 
Besides being open science oriented, the envisaged infrastructure is built by aggregating services provided by several providers following a System of systems approach.",European Commission projects;Information technology organizations based in Europe;Open science,5,69,18-Jul-24,171,2,5,40,2024
Expression Atlas,"The Expression Atlas is a database maintained by the European Bioinformatics Institute that  provides information on gene expression patterns from RNA-Seq and Microarray studies, and protein expression from Proteomics studies.[1] The Expression Atlas allows searches by gene, splice variant, protein attribute, disease, treatment or organism part (cell types/tissues). Individual genes or gene sets can be searched for. All datasets in Expression Atlas have its metadata manually curated and its data analysed through standardised analysis pipelines. There are two components to the Expression Atlas, the Baseline Atlas and the Differential Atlas:",Genetics databases;Genomics;Open science;Science and technology in Cambridgeshire;South Cambridgeshire District,1,52,16-Nov-24,145,0,6,16,2024
